key,lat,lon
Savoie;Col du sapenay;Chindrieux,45.8016,5.86529
Alpes-de-Haute-Provence;Colmars La Lance;Colmars,44.1807,6.62712
"Alpes-de-Haute-Provence;Colmars, le Haut-Verdon - Roche de Juan;Villars-Colmars",44.1666,6.60637
Drôme;Combatier;La Chapelle-en-Vercors,44.9895,5.40827
Drôme;Combe de Freydière;Saint-Agnan-en-Vercors.,44.9612,5.43453
Savoie;Combe de la Neuva;Bourg St Maurice,,
Vaucluse;Combe de Lourmarin;Lourmarin,43.7634,5.36297
Drôme;Combe de Sauve;Venterol,44.4055,5.09613
Drôme;Combe Laval (Le Chaos);St-Laurent-en-Royans,45.0171,5.33954
Vaucluse;Combe Obscure;Bédoin,44.1235,5.17935
Drôme;Combe-Laval (Serre-Chatelar);St-Laurent-en-Royans,45.014,5.34459
Haute-Savoie;Combes des Aravis;La Clusaz et Grand-Bornand,45.9059,6.42494
Isère;Comboire;Claix,45.1334,5.67701
Pyrénées-Orientales;Conflent - Corneilla-de-Conflent;Corneilla-de-Conflent,42.5668,2.38102
Pyrénées-Orientales;Conflent - Eus;Eus-et-Cômes,42.6442,2.45731
"Pyrénées-Orientales;Conflent - Roc de la Foradade, le Madrieu;Thuès-entre-Valls",42.5239,2.22482
"Eure;Connelles;Vatteville, Amfreville",49.2767,1.27184
Haute-Savoie;Cons Sainte Colombe;Cons Sainte Colombe,45.7488,6.32606
Ain;Contrevoz Carrières;Contrevoz,45.8061,5.62774
Hautes-Alpes;Corbières;Saint jean-Saint-Nicolas,44.6717,6.22698
"Gard;Corconne, Pont du Hasard;Corconne",43.872,3.94043
Isère;Cordéac;Châtel-en-Trièves,,
Côte-d'Or;Cormot;Vauchignon,46.9668,4.64121
Corrèze;Cornil;Cornil,45.2161,1.68721
Drôme;Cornillon-sur-l'Oule;Cornillon-sur-l'Oule,44.4548,5.3598
Isère;Corrençon - Combeauvieux;Corrençon-en-Vercors,45.0224,5.53411
"Var;Correns, la roquette;Correns",43.4862,6.08155
"Var;Correns, Vallon Sourn et val obscur;Correns",43.4932,6.04415
Savoie;Corsuet;Brison-St-Innocent,45.7224,5.88991
Savoie;Côte Blanche;Aussois,45.2164,6.73894
Savoie;Côte Chaudanne;nan,45.499,6.93555
Gard;cote d'allégre;Allégre,44.1991,4.23313
Finistère;Côte des Abers - Argenton;Argenton,44.3849,0.0942629
Finistère;Côte des Abers - Melon;Lanildut,48.4737,-4.74557
Finistère;Côte des Abers - Pointe de Landunvez;Landunvez,48.5354,-4.72649
Finistère;Côte des Abers - Porspoder;Porspoder,48.5095,-4.76518
Savoie;Côte-Rousse;Chambéry,45.5892,5.9257
Ardèche;Coucoulude;Valgorge,44.5888,4.12345
Lot;cougnaguet;rocamadour,44.8092,1.56103
Haute-Savoie;Coupeau;Les Houches,45.8901,6.79825
Doubs;Cour Saint Maurice;Cour Saint Maurice,47.2561,6.70171
Alpes-de-Haute-Provence;Courbons;Digne,44.0989,6.21715
Alpes-de-Haute-Provence;Courbons;Digne les Bains,44.091,6.23148
Alpes-de-Haute-Provence;Courchons;Moustiers Sainte Marie,43.8579,6.22349
Puy-de-Dôme;COURNOLS;Cournols,45.6475,3.03375
"Bouches-du-Rhône;Couronne de Charlemagne, Montagne de la Saoupe;Cassis",43.2194,5.57162
Ardèche;Courpatas;Saint-Laurent-sous-Coiron,44.6378,4.4819
Jura;Crenans;Crenans,46.4593,5.74199
Ain;Crept - Rocher du Planon;Seillonnaz,45.8067,5.48973
Drôme;Crest;Crest,44.7379,5.02955
Drôme;Cresta;Chastel-Arnaud,44.6762,5.20447
Savoie;Crêt Bettex;Bourg St Maurice,,
Hautes-Pyrénées;Crêtes d'Espade;Barèges,42.8968,0.0646877
Hérault;Crêtes de Montferrand;Saint-Mathieu-de-Tréviers,43.769,3.85779
Isère;Creys-Mépieu;Creys-Mépieu,45.7331,5.48562
Alpes-Maritimes;Croix de Cabris;Spéracèdes,43.6586,6.8546
Isère;Croix de Chamrousse;Chamrousse,45.1247,5.90753
Bouches-du-Rhône;Croix de Garlaban;Aubagne,43.3326,5.55318
Aisne;Crouy;Crouy,49.4031,3.36102
Saône-et-Loire;Cruzille;nan,46.4953,4.80264
Haute-Loire;Cubelles Bas;Cubelles,45.0066,3.57975
Haute-Loire;Cubelles Haut;Cubelles,45.0125,3.58379
Haute-Corse;Cuccia;Corscia / Cuccia,42.3432,9.03499
Ain;Cuiron;Ceyzeriat,46.1778,5.32456
Saône-et-Loire;culles les roches;nan,,
Rhône;Curis;Curis-au-Mont-d'Or,45.8683,4.81306
Isère;D.J. Face;Fontaine,45.1928,5.66083
Haute-Savoie;Dalle de Folly;Samoëns,,
Savoie;DALLE DE ST THIBAUD;ST THIBAUD DE COUZ,45.4791,5.81615
Haute-Savoie;Dalle de Vallorcine;Vallorcine,46.0411,6.93769
Haute-Savoie;Dalle des Chésery;Argentière,,
Finistère;DALLE DES DEBUTANTS de PEN HIR;Camaret sur mer,48.2534,-4.6221
Haute-Savoie;Dalle du Planay;Doussard,45.7759,6.22054
Haute-Savoie;Dalles de l'Arveyron;Chamonix-Mont-Blanc,45.9429,6.91242
Jura;Dalles du Marais;Villard Saint Sauveur,,
Savoie;Dalles du Mollard;Lanslevillard,,
Meuse;Dames-de-Meuse (Saint-Mihiel);Saint-Mihiel,48.8997,5.54326
Ariège;Dent d'Orlu;Orlu,42.7023,1.88828
Isère;Dent de Crolles;Saint-Pancrasse,,
Vaucluse;Dentelles de Montmirail - Chaîne de Gigondas;Gigondas,44.1642,5.00516
Vaucluse;Dentelles de Montmirail - Le Grand-Travers;Gigondas,44.1642,5.00516
Vaucluse;Dentelles de Montmirail - Rocher Saint-Christophe;Lafare,44.1464,5.05226
Vaucluse;Dentelles de Montmirail - Rochers du Cayron;Gigondas,44.1642,5.00516
Vaucluse;Dentelles de Montmirail - Vague d'Etrave;Gigondas,44.1642,5.00516
Haute-Savoie;Dents de Lanfon;Talloires Menthon Saint-bernard,45.8403,6.21277
Drôme;Deveramauk;Treschenu-Creyers,44.6835,5.57167
Loire;Doizieux;Doizieux,45.4104,4.5804
Orne;Domfront - La Roche Branlante;Domfront,48.5931,-0.647479
Orne;Domfront - Tertre Sainte-Anne;Domfront,48.5931,-0.647479
Haute-Savoie;Double Cache;Saint-Pierre en Faucigny,46.0596,6.36743
Ariège;Dreuilhe;la Bastide-sur-l'Hers,42.9558,1.90831
Haute-Savoie;Duingt;Duingt,45.827,6.20296
Nièvre;Dun-les-Places - Rocher du Chien;Dun-les-Plages,47.2844,4.01722
Nièvre;Dun-les-Places - Rocher du Montal;Dun-les-Places,47.2844,4.01722
Ardèche;Ebbou - La Salpetrière - La Baume du Guetteur;nan,,
Charente;Edon - Le Menieux;Edon,45.488,0.353563
Charente;Edon - Les Blanquets;Edon,45.488,0.353563
Charente;Edon/ Clos de la Cassine;Edon,45.488,0.353563
La Réunion;En Face;Cilaos,,
Ariège;Entounadou;Dreuilhe,42.9469,1.8597
Mayenne;Entrammes;Entrammes,48.0009,-0.737404
Hautes-Alpes;Entraygues;nan,,
Ariège;Entre-Serres;Ax-les-Thermes,,
"Vaucluse;Entrechaux, Trois Rivières;Entrechaux",44.218,5.1382
Alpes-de-Haute-Provence;Entrepierres;Entrepierres,44.1973,5.99109
Manche;Environs de Cherbourg - La Glacerie;La Glacerie,49.6072,-1.57272
"Manche;Environs de Cherbourg - La Roche-qui-Pend, la Fauconnière;Cherbourg-Octeville",49.634,-1.61343
Manche;Environs de Cherbourg - Sideville;Sideville,49.5932,-1.68624
Hérault;Environs de Claret - Crêtes de la Tailladette;Sainte-Croix-de-Quintillargues,43.8692,3.86307
"Hérault;Environs de Claret - Rocher du Causse, Roc de Lafous;Lauret",43.8354,3.88354
Hérault;Environs de Claret - Valflaunès;Valflaunès,43.8005,3.87171
Finistère;Environs de Quimperlé - Roche Pimpic;Trémeven,47.8985,-3.53336
Finistère;Environs de Quimperlé - Rocher des Braconniers;Trémeven,47.8985,-3.53336
Finistère;Environs de Quimperlé - Rosgrand;Rédené,47.8598,-3.46141
Bas-Rhin;Environs de Saverne - Les Roches Plates;Eckartswiller,48.7662,7.35591
Var;Environs de Toulon - Baou Jardin Japonais;Ollioules,43.1595,5.8791
Var;Environs de Toulon - Baou Tropico;Toulon,43.1596,5.88245
Var;Environs de Toulon - Baù de Quatre-Ouro;Toulon,43.1606,5.89365
Var;Environs de Toulon - Baudouvin;La Valette,43.1595,5.98798
Var;Environs de Toulon - Blocs du Baou vallon de la grille;Toulon,43.1582,5.88589
Var;Environs de Toulon - Blocs du Fenouillet;La Crau,43.1375,6.09911
Var;Environs de Toulon - Destel Babylone;Evenos,43.1628,5.85514
Var;Environs de Toulon - Destel Béato;Evenos,43.1553,5.84497
Var;Environs de Toulon - Destel Bora-Bora;Evenos,43.1577,5.84822
Var;Environs de Toulon - Destel Capri;Evenos,43.1611,5.85245
"Var;Environs de Toulon - Destel grande face;Ollioules, Evenos",43.1547,5.84661
Var;Environs de Toulon - Destel grotte St Martin;Evenos,43.1605,5.84886
Var;Environs de Toulon - Destel Gulliver;Evenos,43.1559,5.84111
Var;Environs de Toulon - Destel la Cave;Ollioules,43.1597,5.85127
Var;Environs de Toulon - Destel le diable;Ollioules,43.1557,5.84988
Var;Environs de Toulon - Destel le Grenier;Ollioules,43.1564,5.85039
Var;Environs de Toulon - Destel le Théâtre;Ollioules,43.1573,5.85061
Var;Environs de Toulon - Destel les Coccinelles;Evenos,43.1614,5.85154
Var;Environs de Toulon - Destel Planète des singes;Evenos,43.1616,5.85282
Var;Environs de Toulon - Faron Balcon;toulon,43.1484,5.95446
Var;Environs de Toulon - Faron Citerne;Toulon,43.1465,5.91942
Var;Environs de Toulon - Faron concession;toulon,43.1472,5.95812
Var;Environs de Toulon - Faron cour des grands;Toulon,43.149,5.95374
Var;Environs de Toulon - Faron Face Nord;Toulon,43.1497,5.94957
Var;Environs de Toulon - Faron Ici l'ombre;Toulon,43.1498,5.95296
Var;Environs de Toulon - Faron Nonolulu;Toulon,43.1488,5.95206
Var;Environs de Toulon - Faron Tataouine;Toulon,43.1392,5.94327
Var;Environs de Toulon - Faron Téléphérique;Toulon,43.1478,5.93142
Var;Environs de Toulon - Faron Traversée des Funanbules;Toulon,43.1504,5.92408
Var;Environs de Toulon - Faron Vallon des Lierres;Toulon,43.1402,5.93852
Var;Environs de Toulon - Gros Cerveau;Ollioules,43.1549,5.817
Var;Environs de Toulon - Gros Cerveau les casemates;Sanary sur mer,43.1555,5.80405
Var;Environs de Toulon - Gros Cerveau les dalles;Sanary sur mer,43.1539,5.81509
Var;Environs de Toulon - Gros Cerveau Petite Brune;Sanary sur mer,43.1588,5.80089
Var;Environs de Toulon - La Cride;Sanary-sur-Mer,43.1164,5.7798
Var;Environs de Toulon - La Jaume;Evenos,43.1615,5.81769
Var;Environs de Toulon - La Touravelle;Le Revest les eaux,43.17,5.9494
Var;Environs de Toulon - Le Cimaï;Evenos,43.1768,5.84451
Var;Environs de Toulon - Le Coudon;La Valette,43.1591,5.99832
Var;Environs de Toulon - Le Coudon Frigo;Solliès ville,43.1624,6.0078
Var;Environs de Toulon - Le Croupatier;Ollioules,43.1575,5.86249
Var;Environs de Toulon - Le Fenouillet;La Crau,43.1373,6.09898
Var;Environs de Toulon - Le multiplex;Evenos,43.1572,5.8363
Var;Environs de Toulon - Le Ragas;Le Revest les Eaux,43.1798,5.93373
Var;Environs de Toulon - Petit Cerveau grotte du Graou;Sanary sur mer,43.1626,5.78683
Var;Environs de Toulon - Tourris;La Valette,43.167,5.96515
Savoie;Epierre;Epierre,,
Vosges;Epinal - Le Void des Roches;Deyvillers,48.1998,6.51528
Val-d'Oise;Eragny;Eragny,49.0171,2.10413
Côtes-d'Armor;Erquy - Le Cap;Erquy,48.6377,-2.47863
Alpes-Maritimes;Escragnolles;Escragnolles,43.7081,6.77284
Drôme;Eson;Pont-de-Barret,44.6087,5.01826
Isère;Espace Comboire;Seyssins,45.1487,5.68748
Alpes-de-Haute-Provence;Esparron;Esparron-de-Verdon,43.7384,5.97046
Drôme;Espenel;Espenel,44.6981,5.22412
Pyrénées-Atlantiques;Esquit;Lées-Athas,42.9637,-0.612415
Ain;Essieu;Saint-Germain-les-Paroisses,45.7722,5.6155
Gard;Estézargues;Estézargues,43.9402,4.63658
Gard;Estézargues beach;Estézargues,43.9402,4.63658
Seine-Maritime;Etretat;Etretat,49.7076,0.209885
Saône-et-Loire;Etrigny;Etrigny,46.588,4.8128
Drôme;Eyroles;Eyroles,44.4069,5.23878
La Réunion;Face Nord;Cilaos,,
Savoie;Falaise de Bellevue;Modane,,
Var;Falaise de Brauch;Carcès,43.4513,6.19036
Savoie;FALAISE DE L ONDELIERE;nan,,
Savoie;Falaise de l'alouette;St François Longchamp,,
Savoie;Falaise de L'Echarton;Beaufort sur Doron,45.6861,6.56073
Savoie;Falaise de la Grande Roche;Champagny-En-Vanoise,45.4613,6.72038
Haute-Marne;Falaise de la Mouche;Perrancey-lès-Vieux-Moulins,47.8647,5.26838
Savoie;Falaise de la Rave;Celliers,,
Savoie;Falaise de LESCHAUX;ORELLE,45.2097,6.5746
"Savoie;FALAISE DE LIERRE, Haut-Somont;Yenne",45.71,5.79821
Savoie;Falaise de MATHEZ;CORBEL,,
Savoie;Falaise de Montarchi;nan,45.5857,6.19435
Savoie;Falaise de Montgalgan;Moutiers,45.4855,6.53897
Savoie;Falaise de Poingt-Ravier;Valloire,45.1671,6.42601
"Savoie;Falaise de Pontamafrey;Pontamafrey, Montvernier",45.3316,6.3429
Savoie;FALAISE DE PRAMÉRUEL;nan,45.3848,6.63939
Savoie;Falaise de Saint Marcel;Saint Marcel,45.5128,6.56693
Savoie;Falaise de Saint Sorlin d'Arves;Saint Sorlin d'Arves,45.2168,6.21093
Savoie;Falaise de St HUGON;Arvillard,45.4155,6.1443
Savoie;falaise de Tralenta;Bonneval sur Arc,,
Hautes-Alpes;Falaise des écureuils-Plampinet;nan,44.9413,6.68196
"La Réunion;Falaise des Gaillards;Saint-Paul, les rampes",-21.0164,55.2709
Savoie;Falaise des Moulins Dessus;Aussois,,
Aude;Falaise des Sarazzis;Roquefeuil,,
Savoie;FALAISE DES TERRES ROUGES;nan,,
Savoie;Falaise du Caveau;Aussois,,
Savoie;Falaise du Chateau;St Martin la porte,,
Savoie;FALAISE DU GREFFIER;nan,45.3435,7.02894
Savoie;Falaise du Mont;Sollières Sardières,,
Savoie;Falaise du Pont des Chèvres;Orelle,,
Var;Falaise du pont du ratton;Ampus,43.6107,6.38229
Var;Falaise du trou des fées;Cabasse,43.4421,6.22604
Savoie;Falaise du Village de L'Esseillon;Aussois,,
Savoie;Falaise Entre Roches;Beaufort sur Doron,45.713,6.58017
Savoie;Falaise et Baume de Plan Chatel;Sollières-Sardières,45.2445,6.79898
Savoie;Falaise Roches du Pendant;Montgirod -Centron,45.5354,6.57989
Savoie;Falaise St Sulpice;St remy de Mauirenne,,
"Calvados;Falaise, Mont-Myrrha;Falaise",48.8964,-0.195709
Bouches-du-Rhône;Falaises Soubeyrannes (grandes voies);La Ciotat - Cassis,43.1886,5.55865
Moselle;Falkenfels;Haselbourg,48.686,7.19673
Bas-Rhin;Falkenstein;Dambach-la-Ville,48.3234,7.42843
Haute-Loire;Fay-sur-Lignon - Les Roches;Fay-sur-Lignon,44.98,4.19579
Pyrénées-Orientales;Fenouillèdes - Ansignan;Ansignan,42.7601,2.517
Pyrénées-Orientales;Fenouillédes - Col de St-Louis;Caudiès-de-Feunouillèdes,42.8128,2.37666
Pyrénées-Orientales;Fenouillèdes - Tirounère;St-Paul-de-Fenouillet,42.8104,2.50426
Hautes-Alpes;Fessourier;Les Vigneaux,44.8174,6.53588
Bouches-du-Rhône;Figuerolles;Le Rove,43.3439,5.26756
Côte-d'Or;Fixin;Fixin,47.2503,4.95419
La Réunion;Fleur de Sel;Saint leu,-21.1497,55.2722
Ardèche;Font Garnide;Salavas,44.3934,4.38108
Isère;Fontaine - Grande Paroi;Fontaine,45.1911,5.67225
Isère;Fontaine - Pierre Beghin;Fontaine,45.1899,5.67748
Vaucluse;Fontaine-de-Vaucluse;Fontaine-de-Vaucluse,43.9217,5.1262
"Seine-et-Marne;Fontainebleau (forêt domaniale);Fontainebleau, Chailly-en-Bière, Barbizon, Arbonne...",,
Seine-et-Marne;Fontainebleau - Apremont;nan,,
Seine-et-Marne;Fontainebleau - Bas-Cuvier;nan,,
Seine-et-Marne;Fontainebleau - Bouligny;nan,,
Seine-et-Marne;Fontainebleau - Franchard-Cuisinière;nan,,
Seine-et-Marne;Fontainebleau - Franchard-Ermitage;nan,,
Seine-et-Marne;Fontainebleau - Gorges du Houx;nan,,
"Seine-et-Marne;Fontainebleau - L'Isatis, Franchard-Sablons, les Hautes Plaines;nan",,
Seine-et-Marne;Fontainebleau - La Franchière;nan,,
Seine-et-Marne;Fontainebleau - Le Calvaire;nan,,
Seine-et-Marne;Fontainebleau - Les Beorlots;nan,,
Seine-et-Marne;Fontainebleau - Mont Aigu;nan,,
"Seine-et-Marne;Fontainebleau - MOnt-Ussy, l'Hercule;nan",,
Seine-et-Marne;Fontainebleau - Monts de Faÿs;nan,,
Seine-et-Marne;Fontainebleau - Recloses;Recloses,,
Seine-et-Marne;Fontainebleau - Rempart du Cuvier;nan,,
Seine-et-Marne;Fontainebleau - Restant du Long Rocher;nan,,
"Seine-et-Marne;Fontainebleau - Roche de Milly, Cornebiche;nan",,
Seine-et-Marne;Fontainebleau - Rocher Cassepot;nan,,
Seine-et-Marne;Fontainebleau - Rocher d'Avon;nan,,
Seine-et-Marne;Fontainebleau - Rocher des Demoiselles;nan,,
Seine-et-Marne;Fontainebleau - Rocher du Mauvais Passage;nan,,
Seine-et-Marne;Fontainebleau - Rocher St-Germain;nan,,
Seine-et-Marne;Fontainebleau - Rocher-Canon;nan,,
Yonne;Fontaines;Fontaines,47.6925,3.25937
Aude;Fontjoncouse;Fontjoncouse,,
Mayenne;Forcé;Forcé,48.0327,-0.712445
Orne;Forêt d'Andaines - Bagnoles-de-l'Orne;Bagnoles-de-l'Orne,48.557,-0.412378
Orne;Forêt d'Andaines - Roche-aux-Dames;Bagnoles-de-l'Orne,48.6084,-0.551376
Orne;Forêt d'Andaines - Roche-aux-Loups;Champsecret,48.6091,-0.550437
"Orne;Forêt d'Andaines - Rochers de l'Ermitage, Mont-en-Gérôme;Champsecret",48.6091,-0.550437
Orne;Forêt d'Andaines - Vallée de la Cour;Antoigny,48.5244,-0.364788
Orne;Forêt de Saint clair de Halouze;Saint-Clair-de-Halouze,48.6895,-0.618796
Val-de-Marne;Fort de Champigny;Chennevières-sur-Marne,48.7993,2.5393
"Doubs;Fournet, La Cendrée;Charquemont",47.1821,6.83869
Haute-Corse;Francardo;Omessa / Francardo,42.3978,9.19196
Hautes-Alpes;Freissinières;Freissinières,44.7569,6.54845
Savoie;Fresenex-Triangle de Mouxy;Clarafond Drumettaz,,
Savoie;Fréterive;Fréterive,45.5883,6.2049
Bouches-du-Rhône;Frigolet;Graveson,,
Savoie;Frison-Roche;Beaufort,45.721,6.56943
"Alpes-de-Haute-Provence;Gache, Pierre-Ecrite;Sisteron",44.2067,5.94893
Aveyron;Gages - Bougaux;Montrozier,44.4057,2.74694
Aveyron;Gages - Roquemissou;Montrozier,44.4057,2.74694
Aveyron;Gages-le-Bas;Montrozier,44.4057,2.74694
Alpes-Maritimes;Gairaut;Nice,43.7465,7.25172
Haute-Corse;Galeria;Galeria,,
Gard;Gargantua;Saint genies de comolas,44.0638,4.72395
Hautes-Pyrénées;Gavarnie - Ayrues;Gèdre,42.7857,0.020173
Hautes-Pyrénées;Gavarnie - Dalle de sarradetes;Gavarnie,42.7351,-0.0101497
Lot-et-Garonne;Gavaudun - Automon;Gavaudun,44.5606,0.886925
Lot-et-Garonne;Gavaudun-Carrière;Gavaudun,44.5606,0.886925
"Bas-Rhin;Geissfels, La Spille;Reinhardsmunster",48.6769,7.31684
Ariège;Génat;Génat,42.8234,1.57314
Hautes-Pyrénées;Ger;Ger,,
Hautes-Alpes;Géro;La Roche-de-Rame,44.7505,6.57987
Corse-du-Sud;Ghjunchetto;Giuncheto,41.5867,8.95328
Haute-Savoie;Giétroz;Le Châtelard (Suisse),46.6774,6.97797
Bouches-du-Rhône;Gignac-la-Nerthe;Le Rove,,
Hautes-Alpes;Gioberney;La Chapelle-en-Valgaudemar,44.8165,6.19498
Vosges;Giropaire;nan,,
Alpes-Maritimes;Gorbio;Gorbio,43.7912,7.44603
"Allier;Gorges de Chouvigny, Gorges de la Sioule - La Borde;Chouvigny",,
"Allier;Gorges de Chouvigny, Gorges de la Sioule - Le Tunnel;Chouvigny",,
"Allier;Gorges de Chouvigny, Gorges de la Sioule - Roc-Armand;Chouvigny",,
Savoie;Gorges de l 'Arc;Aussois,,
"Hautes-Alpes;Gorges de la Byaisse, Gouffre de Gourfouran;Champcella, Freissinières",44.7237,6.57194
Hautes-Alpes;Gorges de la Byaisse-rive droite;nan,,
Hautes-Alpes;Gorges de la Byaisse-rive gauche;nan,,
"Ariège;Gorges de la Frau;Comus (66), Montségur",42.8712,1.83418
Lozère;Gorges de la Jonte;Saint-Pierre-des-Tripiers,44.2268,3.2733
Savoie;Gorges de la Lenta;Bonneval sur Arc,,
"Vaucluse;Gorges de la Nesque - Malaval, Lac de Monieux;Monieux",44.0675,5.36041
Vaucluse;Gorges de la Nesque - Rocher Blanchard;Monieux,44.0675,5.36041
Cantal;Gorges de la Rhue - Cornillou;Montboudif,45.3711,2.73152
Cantal;Gorges de la Rhue - Rocher Hélène;Trémouille,45.373,2.67542
Haute-Garonne;Gorges de la Save;Montmaurin,43.2247,0.637003
Tarn;Gorges de Malamort;Durfort,43.4384,2.06682
Nièvre;Gorges de Narvaux;Lormes,,
Ariège;Gorges de Péreille - Roc du Corbeau;Péreille,42.9385,1.80246
Ariège;Gorges de Péreille - Roc du Zodeck;Roquefixade,42.9355,1.7559
Ariège;Gorges de Péreille - Roc Pointu;Péreille,42.9385,1.80246
Var;Gorges de Siagne - rive droite;Mons,43.6674,6.75964
Var;Gorges de Siagne - Siagnole bas;Callian,43.6651,6.75964
Var;Gorges de Siagne - Siagnole haut;Callian,43.6648,6.75938
Var;Gorges de Siagne - Siagnole sud;Mons,43.6655,6.75921
Drôme;Gorges des Gâts;Treschenu-Creyers,44.6892,5.57827
Cantal;Gorges du Bès;Maurines,44.8709,3.08487
Var;Gorges du Blavet - Colle Rousse;Bagnols en Forêt,43.5232,6.64651
Var;Gorges du Blavet - Eglise des Païens;Bagnols en Forêt,43.5241,6.66098
Var;Gorges du Blavet - La Barrique;Bagnols en Forêt,43.5207,6.6552
Var;Gorges du Blavet - La Capelle amont;Bagnols en Forêt,43.5201,6.64515
Var;Gorges du Blavet - La Capelle aval;Bagnols en Forêt,43.5163,6.64687
Var;Gorges du Blavet - rive droite et gauche - face sud - petit canyon;Bagnols-en-Forêt,43.5163,6.65626
Isère;Gorges du Crossey;Saint-Joseph-de-Rivière,,
Gard;Gorges du Gardon - Collias;Collias,43.9533,4.47705
Gard;Gorges du Gardon - Rouquette;Collias,43.9533,4.47705
"Gard;Gorges du Gardon - Russan, le Castelas;Sainte-Anastasie",43.9372,4.32293
Alpes-Maritimes;Gorges du Loup;Gourdon,43.7201,6.97701
"Alpes-Maritimes;Gorges du Loup - Cascade de Courmes, Pupuce;Courmes",43.7382,7.00127
Alpes-Maritimes;Gorges du Loup - Courmes;Courmes,43.7438,7.00883
Isère;Gorges du Nant;Cognin-les-Gorges,,
Haute-Garonne;Gouffre de Lespuge;Saint Bertrand de Comminges,43.0275,0.573699
Ariège;Goulier;Goulier,42.7521,1.50324
Bouches-du-Rhône;Gour de Brès;Gémenos,,
Alpes-Maritimes;Gourdon;Le Bar-sur-Loup,43.7902,6.94238
Pyrénées-Atlantiques;Gourette - Rocher en Bois;Eaux-Bonnes,,
Haute-Savoie;Grand Bargy;Mont-Saxonnex,46.0542,6.48437
Hautes-Alpes;Grand Bois;Les Vigneaux,44.8229,6.51031
Dordogne;Grand Brassac;Grand Brassac,45.2939,0.478236
"Vosges;Grand Rocher de St-Amé Saint-Amé, Massif des Corbelières -;Saint-Amé",48.0246,6.66878
La Réunion;Grande Ravine;3 bassins,-21.1214,55.2775
Puy-de-Dôme;GRANDEYROLLES;Montaigut-le-Blanc,45.5851,3.09131
Charente;Gratte-Chèvre;Agris,45.7753,0.335269
Haute-Loire;Grazac;Grazac,45.1716,4.17008
Isère;Gresse-en-Vercors - Le Ménil;Gresse-en-Vercors,,
Savoie;Grotte à Marius;Saint martin la porte,,
Jura;Grotte de Chancia;Chancia,46.3466,5.64215
Isère;Grotte de la Balme;Chamrousse,45.1285,5.88647
Ardèche;Grotte des Branches;Salavas,44.3934,4.38108
Haut-Rhin;Grotte des Nains;Bouxwiller,48.8238,7.47883
Hautes-Pyrénées;Grotte du Loup;Lourdes,,
Pyrénées-Atlantiques;Grottes de Sare;Sare,43.3128,-1.58031
Côtes-d'Armor;Guerlédan - Face à la Base;Caurel,48.2162,-3.03474
Morbihan;Guerlédan - Le Breuil;Cléguérec,48.1239,-3.06911
Morbihan;Guerlédan - Le Breuil;Cléguérec (56),48.1239,-3.06911
Isère;Guy Pape;Grenoble,45.1963,5.72069
Essonne;Haute Pierre;Milly-la-Forêt,48.4032,2.47044
Alpes-Maritimes;Haute vallée du Loup - Andon;Andon,43.7738,6.78571
Alpes-Maritimes;Haute vallée du Loup - Gréolières;Gréolières,,
Alpes-Maritimes;Haute vallée du Loup - Le Castellaras;Andon,43.7738,6.78571
Alpes-Maritimes;Haute vallée du Loup - Les Baumouns;Gréolières,43.7955,6.94293
Vosges;Haute-Pierre;Moyenmoutier,48.3816,6.90859
Savoie;Hautecour ( Mont secret);moutiers,45.4922,6.54145
Côte-d'Or;Hauteroche;Hauteroche,47.479,4.60482
Bas-Rhin;Heidenkopf-vosges du nord;Niederbronn-les-Bains,48.9511,7.64297
Savoie;Hermillon-Eric Lazard;Hermillon,45.303,6.35504
Province sud);Hienghène;Hienghène (Nouvelle-Calédonie,,
Isère;Hières-sur-Amby - La Pointe de Larina;Hières-sur-Amby,,
"Isère;Hières-sur-Amby - La Ruine, Mort Mont;Hières-sur-Amby",,
Moselle;Hohwalschfels;Walscheid,48.6546,7.15035
Pas-de-Calais;Hydrequent;Rinxent,50.8158,1.76352
Haute-Corse;I Curriali;Santa Reparata di Balagna,42.6043,8.93024
Alpes-Maritimes;Isola 2000;Isola,,
Ain;Jarbonnet;Cize,46.1904,5.46005
Ardèche;Jeau;Salavas,44.3934,4.38108
Isère;JIMMY'S CLIFF;GRENOBLE,,
"Dordogne;Jumilhac-le-Grand, Rocher du Château;Jumilhac-le-Grand",45.4925,1.06276
Creuse;Jupille;Jupille,49.9238,5.45923
Bas-Rhin;Klingenthal;nan,48.4679,7.40171
Province sud);Koumac;Koumac (Nouvelle-Calédonie,,
Province sud);Koutio;Dumbéa (Nouvelle-Calédonie,,
Moselle;Krappenfels;Lutzelbourg,48.7356,7.25029
Bas-Rhin;Krappenfels Gimbelhof (Lembach);Lembach,49.0039,7.78982
Bas-Rhin;Krappenfels haberacker;Haegen,48.7145,7.33921
Bas-Rhin;Kronthal (Le);Marlenheim,48.6218,7.48939
Haut-Rhin;Kruth-Wildenstein (lac);Kruth,47.931,6.96403
Haut-Rhin;Kruth-Wildenstein - Le Bockloch;Kruth,47.931,6.96403
"Eure;L' M;Vatteville, Amfreville",49.2821,1.27115
Bouches-du-Rhône;L'Abri bus;Roquevaire,43.3414,5.56193
Isère;L'Albenc - Face Est;L'Albenc,,
Isère;L'Albenc Face Sud;L'Albenc,,
Isère;L'Alpe d'Huez - Lac Besson;Huez,45.1158,6.09194
