key,lat,lon
Haute-Savoie;L'Arblay;Le Biot,46.2621,6.633
Ariège;L'Arche;Niaux,42.8127,1.59135
Savoie;L'AREA;Montricher,,
Gard;L'Argenteresse;la Cadière-et-Cambo,43.957,3.8083
Isère;L'Arselle;Chamrousse,,
Drôme;l'Arzelier;Teyssière,44.4733,5.14019
Bouches-du-Rhône;L'Atome Crochu;Gémenos,,
Isère;L'Aulp du Seuil;Saint-Bernard-du-Touvet,,
Ardèche;L'Auvergnat;Roiffieux,45.2273,4.65458
Haute-Savoie;L'Eau Vive;Vieugy,45.8626,6.08541
Savoie;L'Ecole Buissonière;Aussois,45.2348,6.75602
Isère;L'Ecoutoux;Le Sappey en Chartreuse,45.2477,5.76192
La Réunion;L'Eperon;St Gilles les bains,-21.0325,55.2531
Morbihan;L'Espace Collé;Saint-Vincent-sur-Oust,47.7039,-2.12132
Var;L'Estérel - Barre du Roussiveau;Saint-Raphaël,43.474,6.84577
Var;L'Estérel - Le Cap du Dramont;Saint-Raphaël,43.4131,6.85255
Var;L'Estérel - Pic du Perthus;Saint-Raphaël,43.4716,6.8534
Var;L'Estérel - Rocher de Théole;Agay,43.4494,6.88233
Bouches-du-Rhône;L'Etoile Noire;La Ciotat,43.1871,5.57294
Savoie;l'étrave;St jean de Maurienne,,
"Hautes-Alpes;L'horloge, le collet;L'Argentière-la-Bessée",44.7912,6.55513
Hérault;L'Hortus;Valfaunès,43.8005,3.87171
Ille-et-Vilaine;L'île-aux-Pies;Bains-sur-Oust,47.705,-2.07076
"Haute-Savoie;L'Oiseau Rare;Flaine, Arâches-la-Frasse",46.0065,6.68953
Gironde;La Lirette;Frontenac,,
Drôme;La Baleine;Mollans sur Ouvèze,44.2168,5.23666
Haute-Savoie;La Balme de Sillingy;La Balme-de-Sillingy,45.961,6.04226
"Savoie;La Balme, (Pierre-Châtel);La Balme",45.7079,5.72626
Savoie;La Balme- Extrême Noise;La balme,,
Haute-Savoie;La Balme-de-Thuy;La Balme-de-Thuy,45.9007,6.27479
Haute-Savoie;La Baume;La Baume,46.2825,6.61335
Drôme;La Baume des Anges;Mollans sur Ouvèze,44.2207,5.18029
Drôme;La Baume-Cornillane;La Baume-Cornillane,44.8254,5.0437
Isère;La Bérarde - Champhorent;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - Grande Rochaille;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - L'Eboulis;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - L'Encoula;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - La Dalle Rouge;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - La Grande Aiguille;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - La Maye;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - Le Carrelet;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - Le Torrent;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - Petite Rochaille;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - Super Maye;Saint-Christophe-en-Oisans,,
Isère;La Bérarde - Têtaille;Saint-Christophe-en-Oisans,44.9383,6.28067
Isère;La Bérarde - Tête de la Maye;Saint-Christophe-en-Oisans,,
Isère;La Betta;Laval,,
Savoie;La Bibliotech;Montricher-Albanne,45.2435,6.4154
Vosges;La Biche;Saint-Dié-des-Vosges,48.2836,6.94892
Savoie;La biolle;La biolle,,
Eure;La Bisexto;Le Thuit,49.2528,1.35582
Hérault;La Blaquererie;La couvertoirade,,
Haute-Savoie;La Bourse;La Balme de Thuy,45.9007,6.27479
"Calvados;La Brèche-au-Diable, Mont-Joly;Potigny, Soumont-St-Quentin",48.9771,-0.240154
Vosges;La Bresse - La Grande Roche;Cornimont,47.9628,6.83727
Vosges;La Bresse - Les Quatre Clochers;Ventron,47.9404,6.8716
Vosges;La Bresse - Moutier-des-Fées;Rochesson,48.0226,6.78779
Vosges;La Bresse - Roches Beuty;La Bresse,48.0214,6.91737
Bouches-du-Rhône;La Bretagne;Aubagne,43.3267,5.55411
Alpes-Maritimes;La Brigue;La Brigue,44.0637,7.61518
Hautes-Alpes;La Bruza-Plampinet;nan,44.9861,6.67016
Ardèche;La Buissière;Lavilledieu,44.5753,4.45331
Alpes-Maritimes;La Cacia;nan,43.8779,6.95801
Gard;La Capelle-et-Masmolène;La Capelle-et-Masmolène,44.0509,4.53372
Eure;La Cariée;Amfreville-Sous-Les-Monts,49.3018,1.2636
Isère;La Carrière;Saint-Martin-le-Vinoux,45.1983,5.72186
Drôme;La Carrière;Sahune sur Curnier,44.3996,5.23413
Isère;La carrière d'Allemont;Allemont,45.1207,5.98409
Sarthe;La carrières des vignes;Brûlon,,
Isère;La Cascade;La Morte,,
Jura;La Cernaise;Les Molunes,46.3435,5.93744
Morbihan;La Chaise du Diable;Inzinzac-Lochrist,47.8536,-3.21495
Isère;La Chalp;Chantelouve,44.9737,5.95875
Savoie;La Chambotte de droite;Saint-Germain-la-Chambotte,45.7748,5.87262
Ille-et-Vilaine;La Chambre aux Loups;Iffendic,48.1292,-2.0321
Haute-Savoie;La Chapelle;Thorens-Glières,45.9967,6.24755
Bouches-du-Rhône;La Chapelle (Gignac la Nerthe);Le Rove,43.3827,5.24037
Hautes-Alpes;La Chapelle-en-Valgaudemar;La Chapelle-en-Valgaudemar,44.8165,6.19498
Hautes-Alpes;La Chapelue;Château-Queyras,44.7572,6.79321
Puy-de-Dôme;LA CHARTREUSE;Les Ancizes-Comps,45.9314,2.8062
Loir-et-Cher;La Chaussée-St-Victor - Falaise du Coteau;La Chaussée-St-Victor,47.6129,1.35473
Haute-Savoie;La Choullière;Arâches,46.043,6.63224
Isère;La Cimaïette;Saint-Martin-le-Vinoux,45.2008,5.72294
Drôme;La Cime du Mas;La Chapelle-en-Vercors,44.947,5.40106
Savoie;La cochette;Corbel,,
"Alpes-Maritimes;La Colle sur Loup, Bagarée;La Colle sur Loup, Villeneuve-Loubet",43.6736,7.09744
Haute-Savoie;La Colombière;Le Grand-Bornand,45.9422,6.42772
Isère;La combe de Gresse;Gresse-en-Vercors,,
Haute-Savoie;La Commanderie;Petit-Bornand,46.0011,6.39639
Bouches-du-Rhône;La Cour des Miracles;Gémenos,,
Puy-de-Dôme;LA CRÊTE DE COQ;Chambon-sur-Lac,,
Isère;La Crique;nan,45.0874,5.45826
Rhône;La Croix du Ban;Pollionnay,45.7649,4.66088
Haute-Savoie;La Croix-de-Fer et Aujon;Arâches,46.043,6.63224
Savoie;La Crosta;nan,45.2087,6.84383
Haute-Savoie;La Culaz;Le Grand-Bornand,45.9422,6.42772
Puy-de-Dôme;LA DALETTE ET LE SECTEUR DEROBE;Verrières,,
Isère;La Dalle de Chantelouve;Chantelouve,44.9766,5.9603
Isère;La Dalle de La Fare;Vaujany,,
Ardèche;la dame du lac;Le Lac d'Issarlès,44.8211,4.06106
Puy-de-Dôme;LA DENT DE LA RANCUNE;Chambon-sur-Lac,45.5758,2.80719
Haute-Savoie;La Duchère;Les Contamines,45.8212,6.72733
Ariège;La Fajane;Carla-de-Roquefort,42.9752,1.7679
Ariège;La Falaise Inférieur;Verdun,49.159,5.384
Ain;La Faucille;Mijoux,46.3663,5.99627
Doubs;La Fauconnière;Pontarlier,46.8941,6.35808
"Hautes-Alpes;La Faurie;La Faurie, Gorges d'Agnelles et Chabaral",44.5672,5.73992
Indre;La Fileuse;Saint-Plantaire,46.4565,1.67199
Isère;La Flachère;La Flachère,,
Pyrénées-Atlantiques;La Fonderie;Arudy,43.0949,-0.441479
Charente;la font noire (Antornac);ANTORNAC,45.646,0.218038
La Réunion;La Fontaine;st Leu,-21.1571,55.291
Ille-et-Vilaine;La Fontenelle;La Fontenelle,48.4682,-1.50306
Haute-Savoie;La Forclaz;Le Grand-Bornand,45.9422,6.42772
Dordogne;La Forge du Diable;Bourdeilles,45.3217,0.586776
Manche;La Fosse-Arthour;Saint-Georges-de-Rouelley,48.6038,-0.768063
Haute-Savoie;La Frasse & Treydon;Arâches,46.043,6.63224
Haute-Vienne;La Gance;Saint Laurent les Eglise,,
Lozère;La Garde-Guérin - Aiguille de la Brèche Ventée;Prévenchères,44.521,3.90891
Lozère;La Garde-Guérin - Belvédère du Chassezac;Prévenchères,44.521,3.90891
Lozère;La Garde-Guérin - Jardin de Jouqueirou;Prévenchères,44.521,3.90891
Bouches-du-Rhône;La Gerbe d'or;Les Pennes Mirabeau,43.391,5.27883
Savoie;la gittaz;Beaufort,45.7184,6.69055
Drôme;La Glacière;Bouvante,44.8951,5.32247
Isère;La Goulandière;nan,45.0739,5.43825
Jura;La Goulette;LAJOUX,46.3672,5.9833
Côte-d'Or;La Grande Bossière;Gevrey-Chambertin,47.2299,4.94974
Hautes-Alpes;La Grande Casse-Vallée de la Guisane;le Monêtier-les-Bains,44.9869,6.48262
Drôme;La Grande Cornouse;Saint-Julien-En-Vercors,45.0493,5.38349
Bouches-du-Rhône;La Grande Etoile (Barre de);Marseille,43.3833,5.42581
Haute-Savoie;La Grande Jeanne;Annecy,45.8972,6.12516
Vosges;La grande Roche (Le Ménil);Le Ménil,47.9071,6.78287
"Saône-et-Loire;la grisière;Mâcon, Sancé",46.3325,4.81544
Drôme;La Grotte;Francillon-Sur-Roubion,44.6326,5.04756
Ariège;La grotte de Sabart;Sabart,42.9752,1.34485
Alpes-Maritimes;La Grotte du Rat;Levens,43.8606,7.22076
Loire;La Guillanche;Montbrison,45.6088,4.06475
Drôme;La Jarjatte;Lus-la-Croix-Haute,44.674,5.7522
Sarthe;La Jeune Panne;Auvers-le-Hamon,47.8734,-0.354481
Haute-Savoie;La Joux;Chamonix-Mont-Blanc,45.9632,6.91109
Var;la lieutenante;nan,,
"Alpes-Maritimes;La Loubière, la Tête-de-Chien;Cap d'Ail",43.7297,7.39637
Ardèche;La Madeleine;Saint Remèze,,
Hautes-Alpes;La Maison du Roy;Guillestre ,44.7501,6.77376
Haute-Savoie;La Maladière;Arâches,46.043,6.63224
Haut-Rhin;La Martinswand;Stosswihr,48.052,7.1059
Bouches-du-Rhône;La Matrice (vallon des Escourtines);Marseille,43.2683,5.50549
Drôme;La Meulière;Colonzelle,44.3814,4.88841
Meuse;La Mézengère ou Carrière (Lérouville);Lérouville,48.7854,5.53688
Eure;La Microfalaise;La Roquette,49.2527,1.35437
La Réunion;La Montagne;Saint-Denis,-20.8812,55.4345
Puy-de-Dôme;LA MONTAGNE PERCEE;Orcines,45.7856,3.01643
"Loire-Atlantique;La Montagne, le Petit Bleau;La Montagne",47.1902,-1.68743
Haute-Savoie;La Mortenaz;Arâches,46.043,6.63224
Ardèche;La Payre;Le Pouzin,44.7527,4.7483
Bouches-du-Rhône;La Perle;Gémenos,,
Bouches-du-Rhône;La Petite Galère;Gémenos,43.2993,5.6557
Isère;La Pierre Champ Bertin;Bernin,45.2729,5.84777
Savoie;La pierre debout;nan,45.7404,6.37069
Allier;La Pierre fendue;Lavoine,45.994,3.69014
Hautes-Alpes;La Pierre Fendue;Sainte-Marguerite,44.8064,6.57474
Isère;La Pierre Grange;Crolles,45.2951,5.8865
Haute-Savoie;La Pierre-à-Laya;Arâches,46.043,6.63224
Allier;La Pierre-Châtel;Saint-Nicolas-des-Biefs,46.0508,3.78059
Savoie;La Pierre-du-Carre;Chindrieux,45.7864,5.86305
Tarn;La Pouzaque;Verdalle,43.4857,2.17658
Jura;La Prela;Prenovel,46.5315,5.84494
Savoie;La RAVE;Saint-Cassin,,
Savoie;LA RAVIERE;CHAMPAGNY-EN-VANOISE,45.4538,6.67867
Isère;La Reserve;nan,,
Corse-du-Sud;La Reta;Ajaccio,41.9185,8.67106
Alpes-de-Haute-Provence;La roche;Le Lauzet-Ubaye,44.4283,6.43507
Ardèche;La Roche;Vogüé,44.5512,4.41378
Isère;La Roche;Saint-Nizier-du-Moucherotte,45.1665,5.63381
Ardennes;La Roche aux Corpias;nan,,
Hautes-Alpes;La Roche de Rame-Centre village;nan,,
Hautes-Alpes;La Roche de Rame-La carrière;nan,,
Dordogne;La Roche Enchantée;Excideuil,45.3368,1.05096
Puy-de-Dôme;LA ROCHE GOURNIER - CHADIEU;Montpeyroux,45.6222,3.20542
Haute-Savoie;La Roche Parnal;La Roche sur Foron Petit-Bornand,46.0672,6.31271
Ardèche;La roche Péréandre;Roiffieux,45.2163,4.71304
Haute-Loire;La Roche Pointue;Les Estables,44.9259,4.18991
Var;La roche redonne;Le Castellet,43.2435,5.73761
Savoie;La Roche Taillée;Sainte Marie de Cuines,,
Puy-de-Dôme;LA ROCHE TUILIERE;Rochefort Montagne,,
Seine-et-Marne;La Roche-aux-Fées;Moutils,,
Hautes-Alpes;La Roche-des-Arnauds;La Roche-des-Arnauds,44.5646,5.95953
Yonne;La Roche-des-Fées;Quarré-les-Tombes,47.3689,3.99677
Hautes-Alpes;La Roche-Ecroulée;Abriès,44.794,6.92718
Savoie;La Roche-qui-Pisse;Aussois,45.2473,6.76432
Ariège;La Roche-Ronde;Rabat-les-Trois-Seigneurs,42.8543,1.55386
Hautes-Alpes;La Rochette;Saint-Julien-en-Beauchêne,44.6166,5.70971
Drôme;La Rochette;Vaunaveys-la-Rochette,44.7922,5.04872
Hérault;La Roque;La Roque,43.9807,3.80488
Haute-Savoie;La Rosière;La Balme-de-Thuy,45.9007,6.27479
"Ardèche;La Rouvière;Saint-Remèze, Bidon",44.3445,4.60372
Ardèche;La Sainte Beaume;Saint-Montan,44.4405,4.62414
"Var;La Sainte-Baume - Les Béguines;Plan-d'Aups (83), Mazaugues (83), Nans-les-Pins (83)",43.3298,5.73151
Var;La Sainte-Baume - Pic des Corbeaux;Plan-d'Aups (83),43.3146,5.6862
Allier;LA SALETTE;SAINT CLEMENT,46.058,3.70163
Savoie;La Saussaz;Albiez Montrond,,
Eure;La Seconde Jeunesse;nan,,
Hautes-Pyrénées;La Serre;nan,,
Loire-Atlantique;La Sèvre nantaise - Clisson;Clisson,47.0885,-1.2779
Loire-Atlantique;La Sèvre nantaise - Le Pallet;Le Pallet,47.1379,-1.33515
Eure;La Spéléologue;Le Thuit,49.2535,1.35887
Savoie;La Table;La Table,45.4782,6.16534
Puy-de-Dôme;LA TÊTE DE FLON;Le Mont Dore,,
Ardèche;La Tour;Dunière-sur-Eyrieux,44.8227,4.65917
Haute-Savoie;La Tour;La Tour,46.1318,6.43079
Savoie;La Tour;Modane,45.2095,6.66085
"Isère;La Tour Montléans, Jardin;Jardin",,
Ardèche;La Tour St Martin;Viviers,44.4824,4.68869
Haute-Savoie;La Touvière;Le Biot,46.2621,6.633
Alpes-Maritimes;La Trinité;La Trinité,43.742,7.33204
Drôme;La Vierge du Vercors;Saint-Martin-en-Vercors,45.028,5.45965
Hautes-Alpes;La vignette;nan,,
Haute-Savoie;La Villette;Saint-Gervais,45.8929,6.71106
Haute-Savoie;La Vogealle;Sixt-Fer-à-Cheval,46.0546,6.76346
Haute-Savoie;La Vogealle (bloc);Sixt-Fer-à-Cheval,46.057,6.76071
Ardèche;la voie ferrée;Boulieu les annonay,45.2706,4.66654
Puy-de-Dôme;LA VOLPIE;Job,45.615,3.74496
Haut-Rhin;Lac d'Alfeld- Knappen;Sewen,47.807,6.90693
Loire;Lac de Grangent - Condamine;Saint-Etienne,45.4532,4.25115
Loire;Lac de Grangent - Les Révotes;Saint-Etienne,45.4358,4.24638
Hautes-Alpes;Lacou-Plampinet;Névache,45.0204,6.58438
Doubs;Laissey;Laissey,47.2973,6.23696
Moselle;Landersberg;Philippsbourg,48.984,7.56753
"Bas-Rhin;Langenfels, Fleckenstein;Lembach",49.0455,7.77551
Isère;Lans-en-Vercors Sportif;Lans-en-Vercors,45.1259,5.6026
Isère;Lans-en-Vercors TA;Lans-en-Vercors,45.1262,5.60279
"Côte-d'Or;Lantenay, Combe-aux-Mammouths;Lantenay",47.3489,4.85565
Côtes-d'Armor;Lanvallay - La Vielle Riviere;Dinan - Lehon,48.4631,-2.02574
Seine-et-Marne;Larchant - Dame-Jouanne;Larchant,,
Seine-et-Marne;Larchant - L'Eléphant;Larchant,,
Seine-et-Marne;Larchant - Le Maunoury;Larchant,,
Haute-Savoie;Larses et Barmus;Passy,,
Aveyron;Larzac Nord - La Blaquererie;La Couvertoirade,43.9557,3.2526
Aveyron;Larzac Nord - Potensac;Millau,44.0996,3.08127
"Hérault;Larzac Sud - Col d'Arboras, Col du Vent;Arboras, St-Saturnin, St-Privat",43.7151,3.42374
Hérault;Larzac Sud - L'Archo;Saint-Etienne-de-Gourgas,43.7698,3.3785
Hérault;Larzac Sud - Le Bout-du-Monde;Saint-Etienne-de-Gourgas,43.7698,3.3785
"Hérault;Larzac Sud - Le Caylar, Roc-Castel;Le Caylar",43.8635,3.31964
Hérault;Larzac Sud - Rocher des Vierges;Saint-Saturnin-de-Lucian,43.695,3.47054
Hautes-Alpes;Lasseron Cube;nan,,
"Vienne;Lathus, Portes d'Enfer;Lathus",46.3334,0.959066
Aveyron;Laumet;Millau,44.1151,3.17353
Bas-Rhin;Laurenzoboulderfels -Wasserwald;Haegen - Stambach,48.7204,7.31297
Aveyron;Laval-Roquecezière;Laval-Rocquecezière,43.7977,2.61916
Haute-Loire;Lavaudieu;Lavaudieu,45.2597,3.45211
Jura;Lavigny;Lavigny,,
Ariège;le bacon des seigneurs;Bédeilhac,,
Tarn;Le Banquet;le Vintrou,43.5248,2.46135
Hautes-Alpes;Le Bathéou;La Roche-de-Rame,44.7505,6.57987
Drôme;Le Bec Qui Se Tend;Pont-de-Barret,44.6141,5.01351
"Jura;Le Becquet, Larrivoire;Larrivoire",46.3428,5.78625
Isère;Le belvédère de Luce;nan,45.3092,5.89802
Haute-Savoie;Le Biclop;Veyrier-du-Lac,45.8816,6.1786
Ille-et-Vilaine;Le Blaireau;Saint-Aubin-du-Cormier,48.2609,-1.39758
Aveyron;Le Boffi (Gorges de la Dourbie);Millau-Le Monna,44.1119,3.14849
Savoie;Le Bognon;Chindrieux,,
Loire;Le Bonnet de l'Evêque;Saint-Paul-de-Vézelin,45.8845,4.08527
Ariège;Le Bosc;Le Bosc,42.9421,1.44567
Haute-Savoie;Le Bouchy;Vallorcine,46.0415,6.93752
Haute-Savoie;Le Bourrinoire;Viuz-en-Sallaz,46.1473,6.41051
Cantal;Le bout du monde;Saint Georges,45.0187,3.12762
Pyrénées-Atlantiques;Le Bouvier & Dachary;Arudy,43.0997,-0.434827
"Dordogne;Le Breuil, le Vieux-Breuil;Paussac-et-St-Vivien",45.3474,0.538118
Dordogne;Le Breuil-La Tabaterie;Paussac-et-St-Vivien,45.3474,0.538118
Bas-Rhin;Le Brotsch;Haegen,48.7145,7.33921
Haute-Savoie;Le Bry;Bellevaux,46.2559,6.52959
Alpes-de-Haute-Provence;Le Caire;Le Caire,44.3699,6.06085
Hautes-Alpes;Le Cala;Champcella,44.723,6.57168
Haute-Savoie;Le Canapé;Monnetier Mornex,46.1601,6.20644
Puy-de-Dôme;LE CAPUCIN;Le Mont Dore,,
"Hérault;Le Caroux, L'Espinousse - Aiguilles du Caroux, Aiguilles de Rieutord, Maurelle;Mons-la-Trivalle, St-Martin de l'Arçon",43.5661,2.95967
"Hérault;Le Caroux, L'Espinousse - Crête d'Arles, Lafage, Paroi de Colombières;Colombières-sur-Orb",43.5809,3.01243
"Hérault;Le Caroux, L'Espinousse - Gorges d'Héric;Mons-la-Trivalle",43.5661,2.95967
"Hérault;Le Caroux, L'Espinousse - Gorges de Madale;Colombières-sur-Orb",43.5809,3.01243
"Hérault;Le Caroux, L'Espinousse - Le Bastion;Colombières-sur-Orb",43.5809,3.01243
"Hérault;Le Caroux, L'Espinousse - Montagne de l'Espinousse (versant nord);Rosis, Castanet-le-Haut",43.668,2.97318
"Hérault;Le Caroux, L'Espinousse - Roc d'Ourliades, Fourcat d'Olargues;Saint-Julien",43.5644,2.93827
"Hérault;Le Caroux, L'Espinousse - Vallée de la Roque, vallée de Sécadou;Mons-la-Trivalle, St-Julien",43.5661,2.95967
Savoie;Le Casque;Chindrieux,,
Hautes-Alpes;Le Casset;Le Casset,44.9865,6.48073
Aveyron;Le Causse Noir - Corniches du Causse Noir;Saint-André-de-Vézines,44.1279,3.23416
Lot;Le Célé-Est - Saint-Sulpice;Saint-Sulpice,44.57,1.79049
"Dordogne;Le Céou, Castelnaud;Castelnaud-la-Chapelle",44.8146,1.14972
Alpes-Maritimes;Le Cerga;Caussols,43.7425,6.89962
Charente;Le Chambon;Eymouthiers,45.6423,0.543846
Hautes-Alpes;Le Chambon;nan,44.7237,6.57194
Charente;Le Champignon;Gardes-le-Pontaroux,45.5004,0.325689
Dordogne;Le change;Le change,,
Haute-Savoie;Le Chapeau;Chamonix-Mont-Blanc,45.9488,6.9104
"Alpes-Maritimes;le chapeau de Napoléon, l'adrech de Besson;Séranon",43.7738,6.70415
Isère;Le Charmeil - Daladom;Presles,45.0711,5.40365
Isère;Le Charmeil - Dalarhum;Presles,,
Isère;Le Charmeil - Festival;Presles,,
Ardèche;Le Chat Gourmand;Rompon,44.7751,4.73202
Ardèche;Le Château;Saint Michel de Boulogne,44.6957,4.4347
Dordogne;Le Château;Excideuil,,
Savoie;Le Châtelard - Rocher des Garins;Le Châtelard,45.689,6.15542
Bas-Rhin;Le Châteu-de-la-Roche;Bellefosse,48.4031,7.21565
Hautes-Alpes;Le Chazelet;La Grave,45.0561,6.27731
Haute-Savoie;Le Chevrier;Cluses,46.0601,6.58032
Savoie;Le Chevril;Tignes,45.4971,6.93621
Drôme;Le Cirque;Sahune,44.401,5.23602
Ardèche;Le Cirque de Gens;Chauzon,44.4857,4.35989
Drôme;Le Claps;Luc-en-Diois,44.6021,5.46038
"Cantal;Le Claux, Le Puy de la Tourte, Le roc des Chamois;Le Claux",45.1604,2.70633
Haute-Savoie;Le Clis;Arâches,46.043,6.63224
Isère;Le Col de l'Arc;Lans-en-Vercors,,
"Essonne;Le Coquibus;Milly, Arbonne",48.4025,2.55904
Isère;Le Coup de Sabre;Fontaine,,
Bouches-du-Rhône;Le Coussou;La Fare les Oliviers,43.5605,5.21137
Haute-Savoie;Le Couteray;Vallorcine,46.0389,6.93855
Savoie;Le Croë;Aussois,45.2302,6.74767
Loire-Atlantique;Le Croisic;Le Croisic,47.2916,-2.52063
Savoie;Le Crôt;Sainte-Foy-Tarentaise,45.5902,6.88382
Haute-Savoie;Le Cruz;Saint Jeoire en Faucigny,46.1384,6.45956
Isère;Le Degueuloir;nan,,
Isère;Le Désert de l'Ecureuil;Seyssinet-Pariset,45.1766,5.67791
Haute-Savoie;Le Fayet;Saint Gervais-Le Fayet,45.9024,6.69823
Hautes-Alpes;Le Fontenil;Briançon,44.8969,6.63416
Haute-Savoie;Le Foron;La Côte-d'Arbroz,46.1874,6.66748
Hautes-Alpes;Le Fournel;L'Argentière-la-Bessée,44.7929,6.51386
Alpes-de-Haute-Provence;Le Fugeret;Annot et Le Fugeret,44.004,6.64017
Drôme;Le Glandasse;Die,44.7576,5.45513
Isère;Le Glesy;La Terrasse,45.3358,5.91432
Ardèche;Le grand Charmasson;Vallon Pont d'Arc,44.3816,4.44498
Charente-Maritime;Le Gros Roc;Vénérand,45.7983,-0.565471
Vaucluse;Le Grozeau;Malaucène,44.172,5.13288
Pyrénées-Atlantiques;Le Hourat;Laruns,42.9799,-0.422927
Haute-Savoie;Le Jallouvre;Le Grand-Bornand,45.9422,6.42772
Ardèche;le jardin d'endieu;Berias et Castelaju,44.3747,4.20128
Haute-Savoie;Le Jourdy;Mieussy,46.1336,6.52314
Haute-Savoie;Le Jourdy (grandes voies);Mieussy,46.1336,6.52314
Haut-Rhin;Le Lac Blanc-Rocher Hans;Orbey,48.1261,7.16446
Hérault;Le Landeyran;Causses-et-Veyran,43.483,3.06635
Oise;Le Larris;Saint-Maximin,49.22,2.44449
Hautes-Alpes;Le Laus;Cervières,44.862,6.72292
Hautes-Alpes;Le Lauzet;La Roche-de-Rame,44.7505,6.57987
Ardèche;Le Liard;Saint Martin de Valamas,44.9378,4.36906
Isère;Le Luisset;Crolles & Saint-Pancrasse,45.2844,5.86112
Haute-Savoie;Le Malpas;Chaumont,46.0352,5.95808
Maine-et-Loire;Le Manis;Le Longeron,47.0176,-1.05761
Haute-Savoie;Le Maquis;Petit-Bornand,46.0011,6.39639
Isère;Le Mas d'Oris;Saint-Martin-le-Vinoux,,
Creuse;Le Maupuy- Saint Leger le Gueretois;Saint Leger le Gueretois,46.1568,1.83219
Côtes-d'Armor;Le melus;loguivy - Paimpol,48.7808,-3.0496
Isère;Le Merlé;Saint-Andéol,44.9593,5.55537
Isère;Le Miret;Lavaldens,,
Savoie;Le Monal;St Foy en Tarentaise,45.5551,6.9288
Haute-Loire;Le Mont;Le Monastier-sur-Gazeille,44.9393,3.99455
Haute-Loire;Le Mont Gros;Le Pertuis,45.1106,4.04803
Bouches-du-Rhône;Le mont Wu Tang (vallon des Escourtines);Marseille,43.2698,5.5071
Maine-et-Loire;Le moulin du Bouchot;La Romagne,47.0683,-1.0092
Bouches-du-Rhône;Le Moulon;Le Rove,43.3347,5.24599
Savoie;Le mur des Fourmis;La Thuile,,
Aveyron;Le Nayrac - Rocous;Le Nayrac,44.6131,2.66232
Isère;Le Néron;Saint-Martin-le-Vinoux,,
Savoie;le nouveau Chevril;nan,45.5,6.93348
Isère;Le Palais;Gresse-en-Vercors,,
Tarn;Le Paradis;BURLATS,43.6365,2.31839
Saône-et-Loire;Le Parvis;Vergisson,46.309,4.7238
Haute-Savoie;Le Passet (Grande falaise);Vallorcine,46.0404,6.93649
Haute-Savoie;Le Passet du bas;Le Châtelard (Suisse),46.0526,6.94983
Haute-Savoie;Le Passet du haut;Vallorcine,46.0408,6.93855
Puy-de-Dôme;LE PAVIN;Besse et Saint Anastaise,,
Savoie;Le Peney- Grande Expérience;Saint Jean d'Arvey,,
Isère;Le Pèr'Gras;Saint-Martin-le-Vinoux,,
Hautes-Alpes;Le perchoir;nan,,
"Dordogne;Le Périgord Blanc, Val de Dronne - Forge du Boulou;Bourdeilles",45.3217,0.586776
"Dordogne;Le Périgord Blanc, Val de Dronne - Les Clos;Paussac-et-St-Vivien",45.3474,0.538118
"Dordogne;Le Périgord Blanc, Val de Dronne - Moulin de Rochereuil;Grand-Brassac",45.2939,0.478236
Haute-Savoie;Le Pertuis;Dingy-St-Clair,45.9099,6.2216
Pyrénées-Atlantiques;Le pescamou (la Pierre St Martin);Arette,,
Isère;Le Petit Désert;Seyssinet-Pariset et Fontaine,45.1819,5.68142
Haut-Rhin;Le Petit Hohneck;Muhlbach,48.025,7.08173
Vaucluse;Le Petit Luberon - Ménerbes;Ménerbes,43.8316,5.20615
Vaucluse;Le Petit Luberon - Oppède;Oppède,43.8363,5.17449
Vaucluse;Le Petit Luberon - Oppède-le-Vieux;Oppède,43.8363,5.17449
"Vaucluse;Le Petit Luberon - Roque Haute, Roque des Bancs;Bonnieux",43.8232,5.30819
Doubs;Le Peu Rocher;Burnevillers,47.3345,6.99297
Bouches-du-Rhône;Le Peynaou;Allauch,43.3609,5.50925
Hautes-Pyrénées;Le Pibeste;Agos-Vilados,43.0379,-0.0729834
Aveyron;Le Piedestal;Rivière-sur-Tarn,44.2018,3.13743
Loire;Le Pilat - Chavanol;la Terrasse-sur-Dorlay,45.4488,4.58316
"Loire;Le Pilat - Croix de Montvieux, Neufond;Pélussin",45.4354,4.63373
Loire;Le Pilat - Le Saut-du-Gier;La Valla-en-Gier,45.4151,4.51568
Loire;Le Pilat - Péalussin;La Valla-en-Gier,45.4153,4.51538
Loire;Le Pilat - Rocher d'Aiguebelle;St-Sauveur-en-Rue,45.2701,4.4953
Loire;Le Pilat - Saint-Just-en-Doizieux;Doizieux,45.4271,4.58541
Ariège;Le pilier des vents;Auzat,42.7671,1.47947
